Target_Acc.,Targeting_miRNAs,Total_Interactions,Mean_Expectation,Median_Expectation,Minimum_Expectation,Interactions_LE_1,Interactions_LE_2,Interactions_LE_3,Cleavage_Interactions,Translation_Repression_Interactions,Target_Desc.
CcGene_24077,8,8,4.25,4.25,2.5,0,0,1,6,2,
CcGene_24123,8,8,4.4375,4.5,4.0,0,0,0,5,3,
CcGene_24126,8,8,4.4375,4.5,4.0,0,0,0,5,3,
CcGene_24155,8,8,4.6875,5.0,3.5,0,0,0,6,2,
CcGene_24185,8,8,3.8125,3.5,3.5,0,0,0,8,0,
CcGene_24225,8,8,4.3125,4.5,2.5,0,0,1,8,0,
CcGene_24265,8,8,4.3125,4.5,2.5,0,0,1,8,0,
CcGene_24270,8,8,4.0625,4.0,3.5,0,0,0,7,1,
CcGene_24271,8,8,4.25,4.25,3.5,0,0,0,6,2,
CcGene_24306,8,8,3.875,4.0,2.0,0,1,2,8,0,
CcGene_24408,8,8,4.1875,4.0,3.0,0,0,1,3,5,
CcGene_24422,8,8,4.375,4.5,4.0,0,0,0,8,0,
CcGene_24428,8,8,4.0625,4.5,2.5,0,0,2,8,0,
CcGene_24479,8,8,4.375,4.25,3.5,0,0,0,8,0,
CcGene_24493,8,8,4.125,4.25,3.0,0,0,1,6,2,
CcGene_24572,8,8,4.5,4.5,4.0,0,0,0,7,1,
CcGene_24627,8,8,4.0625,4.0,3.5,0,0,0,7,1,
CcGene_24663,8,8,4.625,5.0,4.0,0,0,0,7,1,
CcGene_24665,8,8,4.1875,4.5,3.0,0,0,1,7,1,
CcGene_24686,8,8,4.3125,4.25,3.5,0,0,0,6,2,
CcGene_24693,8,8,4.375,4.5,3.5,0,0,0,6,2,
CcGene_24744,8,8,4.6875,5.0,3.0,0,0,1,3,5,
CcGene_24763,8,8,4.53125,4.75,3.0,0,0,1,8,0,
CcGene_24780,8,8,4.75,5.0,4.0,0,0,0,4,4,
CcGene_24785,8,8,4.5,4.5,4.0,0,0,0,6,2,
CcGene_24796,8,8,4.5,4.5,4.0,0,0,0,7,1,
CcGene_24868,8,8,4.5,4.5,4.0,0,0,0,7,1,
CcGene_24878,8,8,4.375,4.5,3.5,0,0,0,8,0,
CcGene_24896,8,8,4.4375,4.5,4.0,0,0,0,8,0,
CcGene_24937,8,8,4.0625,4.25,3.0,0,0,2,6,2,
CcGene_24974,8,8,4.375,4.5,3.5,0,0,0,6,2,
CcGene_24991,8,8,4.0,4.25,2.0,0,1,1,7,1,
CcGene_25011,8,8,4.5625,4.5,4.5,0,0,0,2,6,
CcGene_25065,8,8,4.1875,4.25,2.5,0,0,1,6,2,
CcGene_25099,8,8,4.1875,4.0,3.5,0,0,0,8,0,
CcGene_25131,8,8,4.625,4.75,3.5,0,0,0,7,1,
CcGene_25136,8,8,4.125,4.25,2.5,0,0,1,4,4,
CcGene_25188,8,8,4.375,4.5,4.0,0,0,0,6,2,
CcGene_25195,8,8,3.875,4.0,3.0,0,0,3,7,1,
CcGene_25200,8,8,4.625,4.5,4.5,0,0,0,8,0,
CcGene_25254,8,8,4.5625,4.5,4.5,0,0,0,8,0,
CcGene_25287,8,8,4.1875,4.0,4.0,0,0,0,3,5,
CcGene_25307,8,8,4.25,4.5,3.0,0,0,1,5,3,
CcGene_25349,8,8,4.0,4.5,2.0,0,2,2,8,0,
CcGene_25386,8,8,3.8125,4.0,2.0,0,1,1,8,0,
CcGene_25454,8,8,4.4375,5.0,3.5,0,0,0,6,2,
CcGene_25548,8,8,4.3125,4.0,4.0,0,0,0,5,3,
CcGene_25551,8,8,4.1875,4.25,3.0,0,0,2,3,5,
CcGene_25569,8,8,4.75,5.0,4.0,0,0,0,8,0,
CcGene_25588,8,8,4.1875,4.25,3.0,0,0,1,7,1,
CcGene_25598,8,8,4.375,4.5,3.5,0,0,0,5,3,
CcGene_25691,8,8,4.3125,4.5,3.5,0,0,0,6,2,
CcGene_25744,8,8,4.5,4.5,3.0,0,0,1,7,1,
CcGene_25773,8,8,4.6875,5.0,3.5,0,0,0,4,4,
CcGene_25803,8,8,4.5,4.5,3.5,0,0,0,7,1,
CcGene_25833,8,8,4.8125,5.0,4.5,0,0,0,8,0,
CcGene_25870,8,8,4.5625,5.0,3.5,0,0,0,6,2,
CcGene_25899,8,8,4.3125,4.5,3.5,0,0,0,6,2,
CcGene_25910,8,8,4.6875,5.0,3.5,0,0,0,6,2,
CcGene_25921,8,8,4.5,4.5,3.5,0,0,0,8,0,
CcGene_25950,8,8,4.875,5.0,4.0,0,0,0,8,0,
CcGene_25952,8,8,4.4375,4.5,3.5,0,0,0,8,0,
CcGene_25982,8,8,4.5625,4.75,3.5,0,0,0,3,5,
CcGene_26068,8,8,4.4375,4.5,3.5,0,0,0,8,0,
CcGene_26072,8,8,4.3125,4.5,3.5,0,0,0,7,1,
CcGene_26136,8,8,4.375,4.5,3.5,0,0,0,5,3,
CcGene_26137,8,8,4.1875,4.25,3.5,0,0,0,7,1,
CcGene_26216,8,8,4.5625,4.75,3.5,0,0,0,8,0,
CcGene_26254,8,8,4.5,4.5,4.0,0,0,0,6,2,
CcGene_26374,8,8,4.5,4.5,4.0,0,0,0,8,0,
CcGene_26391,8,8,4.625,5.0,3.5,0,0,0,5,3,
CcGene_26394,8,8,4.0,4.0,3.5,0,0,0,6,2,
CcGene_26414,8,8,4.375,4.5,3.5,0,0,0,6,2,
CcGene_26489,8,8,4.375,4.5,3.5,0,0,0,7,1,
CcGene_26535,8,8,4.125,4.25,2.5,0,0,1,7,1,
CcGene_26537,8,8,3.9375,3.75,3.0,0,0,2,6,2,
CcGene_26657,8,8,4.1875,4.5,3.0,0,0,2,8,0,
CcGene_26671,8,8,4.5625,5.0,2.5,0,0,1,2,6,
CcGene_26685,8,8,4.6875,4.75,4.0,0,0,0,7,1,
CcGene_26693,8,8,4.0,4.25,2.5,0,0,2,8,0,
CcGene_26705,8,8,4.8125,5.0,4.0,0,0,0,8,0,
CcGene_26767,8,8,4.625,4.75,4.0,0,0,0,6,2,
CcGene_26923,8,8,4.3125,4.5,3.0,0,0,1,7,1,
CcGene_26925,8,8,4.0,4.0,3.0,0,0,2,6,2,
CcGene_26953,8,8,4.8125,5.0,4.0,0,0,0,6,2,
CcGene_26975,8,8,4.3125,4.5,3.5,0,0,0,8,0,
CcGene_26998,8,8,4.3125,4.25,3.5,0,0,0,5,3,
CcGene_27013,8,8,4.125,4.25,3.0,0,0,1,7,1,
CcGene_27022,8,8,4.5625,4.5,4.5,0,0,0,4,4,
CcGene_27032,8,8,4.875,5.0,4.0,0,0,0,8,0,
CcGene_27058,8,8,4.625,5.0,4.0,0,0,0,6,2,
CcGene_27064,8,8,4.4375,4.5,4.0,0,0,0,7,1,
CcGene_27077,8,8,4.5,4.75,3.5,0,0,0,7,1,
CcGene_27123,8,8,4.125,4.25,2.5,0,0,1,7,1,
CcGene_27149,8,8,3.875,4.5,2.0,0,1,3,7,1,
CcGene_27169,8,8,4.375,4.5,3.5,0,0,0,8,0,
CcGene_27200,8,8,4.1875,4.25,3.5,0,0,0,7,1,
CcGene_27211,8,8,4.8125,5.0,4.0,0,0,0,6,2,
CcGene_27231,8,8,4.3125,4.5,3.5,0,0,0,6,2,
CcGene_27274,8,8,4.6875,5.0,3.5,0,0,0,6,2,
CcGene_27280,8,8,4.75,5.0,4.0,0,0,0,1,7,
CcGene_27295,8,8,4.5,4.5,4.0,0,0,0,8,0,
CcGene_27365,8,8,4.375,4.5,4.0,0,0,0,7,1,
CcGene_27367,8,8,4.375,4.5,3.5,0,0,0,8,0,
CcGene_27384,8,8,4.5,4.5,4.0,0,0,0,4,4,
CcGene_27415,8,8,4.125,4.0,4.0,0,0,0,5,3,
CcGene_27423,8,8,4.1875,4.5,3.0,0,0,1,6,2,
CcGene_27425,8,8,4.375,4.5,3.0,0,0,1,6,2,
CcGene_27438,8,8,4.3125,4.75,2.0,0,1,1,6,2,
CcGene_27501,8,8,3.9375,4.0,1.5,0,1,1,8,0,
CcGene_27576,8,8,4.0625,4.0,3.0,0,0,1,6,2,
CcGene_27609,8,8,4.625,5.0,3.0,0,0,1,7,1,
CcGene_27631,8,8,4.0,4.0,3.0,0,0,1,7,1,
CcGene_27638,8,8,4.125,4.5,2.0,0,1,1,6,2,
CcGene_27714,8,8,4.6875,5.0,4.0,0,0,0,6,2,
CcGene_27777,8,8,4.5625,4.5,3.5,0,0,0,3,5,
CcGene_27778,8,8,4.375,4.5,3.5,0,0,0,6,2,
CcGene_27784,8,8,4.8125,5.0,4.5,0,0,0,4,4,
CcGene_27868,8,8,4.25,4.5,3.5,0,0,0,6,2,
CcGene_27907,8,8,4.625,4.5,4.0,0,0,0,4,4,
CcGene_28094,8,8,4.9375,5.0,4.5,0,0,0,8,0,
CcGene_28139,8,8,4.5625,5.0,3.5,0,0,0,7,1,
CcGene_28147,8,8,3.75,3.5,3.0,0,0,1,7,1,
CcGene_28173,8,8,4.5625,4.5,4.0,0,0,0,8,0,
CcGene_28210,8,8,3.9375,3.75,3.0,0,0,1,5,3,
CcGene_28243,8,8,3.9375,3.75,3.0,0,0,4,7,1,
CcGene_28259,8,8,3.625,4.0,1.5,0,1,3,7,1,
CcGene_28269,8,8,4.3125,4.25,3.5,0,0,0,6,2,
CcGene_28362,8,8,4.625,4.5,4.0,0,0,0,7,1,
CcGene_28369,8,8,4.0625,4.0,3.0,0,0,2,6,2,
CcGene_28382,8,8,4.5625,4.5,4.0,0,0,0,3,5,
CcGene_28395,8,8,4.5625,4.75,3.5,0,0,0,6,2,
CcGene_28476,8,8,4.375,4.5,3.5,0,0,0,7,1,
CcGene_28479,8,8,4.5,4.5,3.5,0,0,0,5,3,
CcGene_28507,8,8,4.6875,4.75,4.0,0,0,0,8,0,
CcGene_28526,8,8,4.5625,4.5,4.0,0,0,0,8,0,
CcGene_28562,8,8,3.6875,3.75,2.0,0,1,4,7,1,
CcGene_28601,8,8,4.3125,4.25,3.5,0,0,0,6,2,
CcGene_28607,8,8,4.375,4.25,4.0,0,0,0,5,3,
CcGene_28640,8,8,4.25,4.5,2.5,0,0,1,4,4,
CcGene_28703,8,8,4.3125,4.5,3.0,0,0,1,8,0,
CcGene_28712,8,8,4.5,4.5,3.5,0,0,0,6,2,
CcGene_28732,8,8,4.625,4.75,3.5,0,0,0,8,0,
CcGene_28741,8,8,4.6875,4.75,4.0,0,0,0,8,0,
CcGene_28781,8,8,4.5625,4.75,3.5,0,0,0,6,2,
CcGene_28804,8,8,4.3125,4.25,3.5,0,0,0,5,3,
CcGene_28807,8,8,4.25,4.5,3.0,0,0,1,6,2,
CcGene_28812,8,8,4.8125,5.0,4.0,0,0,0,5,3,
CcGene_28857,8,8,4.5625,4.75,3.5,0,0,0,5,3,
CcGene_28870,8,8,4.25,4.25,4.0,0,0,0,7,1,
CcGene_28873,8,8,3.75,3.5,3.0,0,0,2,8,0,
CcGene_28878,8,8,4.25,4.0,4.0,0,0,0,8,0,
CcGene_28912,8,8,4.75,4.75,4.5,0,0,0,7,1,
CcGene_28946,8,8,3.875,4.0,2.0,0,1,3,7,1,
CcGene_28959,8,8,4.375,4.5,4.0,0,0,0,7,1,
CcGene_28965,8,8,4.4375,4.5,3.5,0,0,0,4,4,
CcGene_29000,8,8,4.375,4.5,3.5,0,0,0,7,1,
CcGene_29068,8,8,4.375,4.5,3.5,0,0,0,8,0,
CcGene_29085,8,8,4.0,4.0,3.5,0,0,0,5,3,
CcGene_29101,8,8,3.875,3.5,3.5,0,0,0,8,0,
CcGene_29127,8,8,4.75,4.75,4.5,0,0,0,4,4,
CcGene_29226,8,8,3.9375,4.0,3.5,0,0,0,3,5,
CcGene_29232,8,8,2.75,2.5,2.5,0,0,6,6,2,
CcGene_29258,8,8,4.1875,4.0,3.5,0,0,0,7,1,
CcGene_29284,8,8,3.9375,4.0,2.5,0,0,2,7,1,
CcGene_29375,8,8,4.3125,4.5,3.0,0,0,1,8,0,
CcGene_29396,8,8,4.5,4.5,4.0,0,0,0,7,1,
CcGene_29420,8,8,4.5625,4.5,4.0,0,0,0,8,0,
CcGene_29437,8,8,4.4375,4.75,3.5,0,0,0,7,1,
CcGene_29446,8,8,4.5625,4.75,3.5,0,0,0,6,2,
CcGene_29456,8,8,4.625,4.75,4.0,0,0,0,7,1,
CcGene_29464,8,8,4.375,4.75,3.0,0,0,2,6,2,
CcGene_29478,8,8,3.8125,3.75,3.0,0,0,3,6,2,
CcGene_29482,8,8,4.5625,4.75,4.0,0,0,0,6,2,
CcGene_29510,8,8,4.1875,4.25,3.5,0,0,0,8,0,
CcGene_29528,8,8,4.3125,4.5,3.0,0,0,1,8,0,
CcGene_29570,8,8,4.5625,5.0,3.0,0,0,1,5,3,
CcGene_29571,8,8,4.5625,5.0,3.5,0,0,0,8,0,
CcGene_29587,8,8,4.3125,4.5,3.0,0,0,1,8,0,
CcGene_29662,8,8,4.4375,4.5,3.5,0,0,0,8,0,
CcGene_29675,8,8,3.8125,4.0,2.5,0,0,2,8,0,
CcGene_29690,8,8,4.4375,4.5,3.5,0,0,0,6,2,
CcGene_29695,8,8,4.25,4.25,2.5,0,0,1,6,2,
CcGene_29711,8,8,4.375,4.5,4.0,0,0,0,7,1,
CcGene_29714,8,8,4.75,4.75,4.5,0,0,0,7,1,
CcGene_29767,8,8,4.3125,4.25,3.5,0,0,0,8,0,
CcGene_29780,8,8,4.9375,5.0,4.5,0,0,0,8,0,
CcGene_29794,8,8,4.375,4.25,3.5,0,0,0,6,2,
CcGene_29847,8,8,4.5,4.5,4.0,0,0,0,7,1,
CcGene_29904,8,8,4.625,5.0,3.0,0,0,1,6,2,
CcGene_29959,8,8,4.625,4.75,3.5,0,0,0,8,0,
CcGene_29972,8,8,4.625,4.5,4.0,0,0,0,7,1,
CcGene_29985,8,8,4.125,4.0,3.5,0,0,0,7,1,
CcGene_30036,8,8,4.3125,4.25,4.0,0,0,0,7,1,
CcGene_30093,8,8,4.3125,4.25,3.5,0,0,0,8,0,
CcGene_30105,8,8,4.3125,4.25,3.5,0,0,0,8,0,
CcGene_30122,8,8,4.25,4.0,4.0,0,0,0,7,1,
CcGene_30130,8,8,4.3125,4.5,3.5,0,0,0,5,3,
CcGene_30210,8,8,4.4375,4.75,2.5,0,0,1,6,2,
CcGene_30222,8,8,4.375,4.5,3.5,0,0,0,6,2,
CcGene_30238,8,8,4.6875,5.0,4.0,0,0,0,6,2,
CcGene_30261,8,8,4.125,4.25,3.0,0,0,1,7,1,
CcGene_30286,8,8,4.25,4.5,2.5,0,0,1,7,1,
CcGene_30361,8,8,4.4375,4.75,3.0,0,0,1,8,0,
CcGene_30407,8,8,4.3125,4.0,4.0,0,0,0,3,5,
CcGene_30414,8,8,4.625,4.5,4.0,0,0,0,6,2,
CcGene_30507,8,8,4.8125,5.0,4.5,0,0,0,7,1,
CcGene_30518,8,8,3.5625,3.5,3.5,0,0,0,8,0,
CcGene_30544,8,8,4.4375,4.5,3.5,0,0,0,8,0,
CcGene_30562,8,8,4.6875,4.75,4.0,0,0,0,4,4,
CcGene_30566,8,8,4.25,4.5,3.5,0,0,0,6,2,
CcGene_30591,8,8,4.75,4.75,4.5,0,0,0,7,1,
CcGene_30614,8,8,4.5625,4.75,3.5,0,0,0,3,5,
CcGene_30615,8,8,4.4375,4.25,4.0,0,0,0,6,2,
CcGene_28760,7,54,4.231481481481482,4.0,3.0,0,0,1,51,3,
CcGene_25009,7,47,3.297872340425532,4.0,1.0,2,10,18,39,8,
CcGene_12474,7,32,4.328125,4.75,3.0,0,0,4,26,6,
CcGene_22966,7,32,2.953125,3.0,0.5,2,13,19,30,2,
CcGene_09324,7,28,4.017857142857143,4.0,2.5,0,0,2,28,0,
CcGene_20444,7,27,2.3703703703703702,1.5,0.0,10,14,14,27,0,
CcGene_09088,7,25,4.28,4.5,3.0,0,0,1,20,5,
CcGene_11549,7,24,4.25,4.5,3.0,0,0,2,18,6,
CcGene_22472,7,24,4.145833333333333,4.0,3.0,0,0,2,23,1,
CcGene_07896,7,21,4.071428571428571,4.0,3.0,0,0,1,20,1,
CcGene_08792,7,21,4.238095238095238,4.5,3.0,0,0,1,21,0,
CcGene_30056,7,21,3.9285714285714284,4.0,3.0,0,0,3,17,4,
CcGene_28894,7,18,3.9722222222222223,3.5,3.0,0,0,2,18,0,
CcGene_25275,7,17,4.676470588235294,5.0,4.0,0,0,0,5,12,
CcGene_07128,7,15,3.6666666666666665,3.0,2.5,0,0,8,13,2,
CcGene_11621,7,15,4.033333333333333,4.0,2.5,0,0,1,14,1,
CcGene_22424,7,13,4.346153846153846,4.5,3.5,0,0,0,13,0,
CcGene_16452,7,12,4.291666666666667,4.5,2.5,0,0,2,10,2,
CcGene_27744,7,12,4.5,4.5,4.0,0,0,0,12,0,
CcGene_00164,7,11,4.636363636363637,4.5,3.5,0,0,0,11,0,
CcGene_07664,7,11,4.181818181818182,4.0,2.5,0,0,2,10,1,
CcGene_11245,7,11,4.545454545454546,5.0,2.5,0,0,1,11,0,
CcGene_23798,7,11,5.0,5.0,5.0,0,0,0,11,0,
CcGene_23836,7,11,4.090909090909091,4.0,3.0,0,0,2,10,1,
CcGene_01532,7,10,4.45,4.5,3.5,0,0,0,8,2,
CcGene_01981,7,10,3.8,4.25,2.0,0,1,3,10,0,
CcGene_09781,7,10,4.4,4.5,3.5,0,0,0,10,0,
CcGene_18420,7,10,4.45,5.0,3.5,0,0,0,8,2,
CcGene_30214,7,10,4.65,4.5,4.0,0,0,0,8,2,
CcGene_01029,7,9,4.444444444444445,4.5,3.0,0,0,1,7,2,
CcGene_02904,7,9,4.444444444444445,4.5,3.5,0,0,0,9,0,
CcGene_08379,7,9,4.5,4.5,3.5,0,0,0,8,1,
CcGene_13072,7,9,3.9444444444444446,4.0,2.5,0,0,2,6,3,
CcGene_13510,7,9,4.555555555555555,4.5,4.5,0,0,0,7,2,
CcGene_13832,7,9,4.111111111111111,4.0,3.0,0,0,1,8,1,
CcGene_14155,7,9,4.055555555555555,4.5,2.5,0,0,3,9,0,
CcGene_16807,7,9,4.5,4.5,4.0,0,0,0,9,0,
CcGene_20280,7,9,4.277777777777778,4.5,3.5,0,0,0,8,1,
CcGene_22955,7,9,3.611111111111111,3.5,2.5,0,0,4,8,1,
CcGene_24237,7,9,4.388888888888889,4.5,3.5,0,0,0,6,3,
CcGene_26602,7,9,3.7222222222222223,3.5,2.0,0,1,3,7,2,
CcGene_28765,7,9,4.555555555555555,5.0,3.5,0,0,0,8,1,
CcGene_29611,7,9,4.277777777777778,4.5,3.5,0,0,0,7,2,
CcGene_30088,7,9,4.222222222222222,4.5,2.0,0,1,1,9,0,
CcGene_01121,7,8,4.3125,4.5,3.5,0,0,0,6,2,
CcGene_02369,7,8,4.4375,4.5,3.5,0,0,0,7,1,
CcGene_02530,7,8,4.4375,4.5,3.5,0,0,0,7,1,
CcGene_03325,7,8,4.625,4.5,4.0,0,0,0,6,2,
CcGene_04083,7,8,4.1875,4.5,3.5,0,0,0,7,1,
CcGene_04627,7,8,4.5,4.5,4.0,0,0,0,4,4,
CcGene_04680,7,8,4.8125,5.0,4.5,0,0,0,7,1,
CcGene_04682,7,8,4.3125,4.5,3.5,0,0,0,7,1,
CcGene_05865,7,8,4.6875,4.75,4.0,0,0,0,7,1,
CcGene_05949,7,8,4.375,4.5,3.0,0,0,1,7,1,
CcGene_07198,7,8,4.3125,4.5,3.0,0,0,1,7,1,
CcGene_07502,7,8,4.3125,4.5,2.5,0,0,1,7,1,
CcGene_08348,7,8,4.625,5.0,3.5,0,0,0,8,0,
CcGene_09043,7,8,4.5,4.5,4.0,0,0,0,8,0,
CcGene_09422,7,8,4.6875,5.0,4.0,0,0,0,8,0,
CcGene_10171,7,8,4.6875,4.75,4.0,0,0,0,6,2,
CcGene_10257,7,8,4.5,4.5,4.0,0,0,0,4,4,
CcGene_12100,7,8,4.3125,4.25,3.5,0,0,0,8,0,
CcGene_12846,7,8,3.5625,4.0,2.0,0,2,3,7,1,
CcGene_14831,7,8,4.8125,5.0,4.5,0,0,0,6,2,
CcGene_16053,7,8,4.0625,4.5,2.0,0,1,2,8,0,
CcGene_16152,7,8,4.125,4.0,3.0,0,0,1,7,1,
CcGene_17160,7,8,4.0625,4.25,1.5,0,1,1,8,0,
CcGene_17650,7,8,4.5625,4.5,4.0,0,0,0,6,2,
CcGene_17889,7,8,4.375,4.5,3.5,0,0,0,8,0,
CcGene_20253,7,8,4.75,5.0,3.5,0,0,0,5,3,
CcGene_21074,7,8,4.375,4.5,3.0,0,0,1,7,1,
CcGene_21817,7,8,4.625,5.0,3.5,0,0,0,5,3,
CcGene_24150,7,8,4.625,4.75,3.5,0,0,0,5,3,
CcGene_24176,7,8,4.625,4.75,4.0,0,0,0,8,0,
CcGene_26580,7,8,4.75,5.0,3.5,0,0,0,3,5,
CcGene_26783,7,8,4.75,4.75,4.5,0,0,0,6,2,
CcGene_27065,7,8,4.375,4.5,3.5,0,0,0,6,2,
CcGene_27095,7,8,4.625,5.0,3.5,0,0,0,6,2,
CcGene_27341,7,8,4.5625,4.5,4.0,0,0,0,8,0,
CcGene_27370,7,8,4.6875,5.0,3.5,0,0,0,5,3,
CcGene_27905,7,8,4.3125,4.5,3.5,0,0,0,8,0,
CcGene_28376,7,8,4.5,4.5,3.5,0,0,0,7,1,
CcGene_28571,7,8,4.5625,4.5,3.5,0,0,0,4,4,
CcGene_28730,7,8,4.625,4.75,3.5,0,0,0,7,1,
CcGene_29358,7,8,4.4375,4.25,4.0,0,0,0,7,1,
CcGene_00002,7,7,4.5,4.5,3.5,0,0,0,7,0,
CcGene_00018,7,7,4.785714285714286,5.0,4.5,0,0,0,6,1,
CcGene_00084,7,7,4.214285714285714,4.5,3.5,0,0,0,7,0,
CcGene_00107,7,7,4.5,4.5,3.5,0,0,0,7,0,
CcGene_00116,7,7,4.785714285714286,5.0,4.5,0,0,0,7,0,
CcGene_00119,7,7,3.7857142857142856,4.0,3.0,0,0,2,6,1,
CcGene_00150,7,7,4.428571428571429,4.0,4.0,0,0,0,6,1,
CcGene_00167,7,7,3.9285714285714284,4.0,2.5,0,0,1,7,0,
CcGene_00217,7,7,4.642857142857143,5.0,4.0,0,0,0,6,1,
CcGene_00234,7,7,4.714285714285714,5.0,4.0,0,0,0,6,1,
CcGene_00271,7,7,4.142857142857143,4.0,3.5,0,0,0,6,1,
CcGene_00351,7,7,4.642857142857143,5.0,4.0,0,0,0,6,1,
CcGene_00373,7,7,4.214285714285714,4.5,2.5,0,0,1,5,2,
CcGene_00398,7,7,4.5,4.5,4.0,0,0,0,7,0,
CcGene_00434,7,7,4.071428571428571,4.5,2.0,0,1,1,6,1,
CcGene_00437,7,7,4.785714285714286,5.0,4.5,0,0,0,5,2,
CcGene_00445,7,7,4.571428571428571,4.5,4.0,0,0,0,5,2,
CcGene_00472,7,7,4.642857142857143,5.0,3.5,0,0,0,6,1,
CcGene_00550,7,7,4.357142857142857,4.5,3.5,0,0,0,5,2,
CcGene_00625,7,7,4.428571428571429,4.5,3.5,0,0,0,6,1,
CcGene_00674,7,7,4.571428571428571,4.5,4.0,0,0,0,3,4,
CcGene_00678,7,7,4.5,4.5,4.0,0,0,0,6,1,
CcGene_00698,7,7,4.5,4.5,4.0,0,0,0,7,0,
CcGene_00703,7,7,4.785714285714286,5.0,3.5,0,0,0,6,1,
CcGene_00752,7,7,4.428571428571429,4.5,3.5,0,0,0,6,1,
CcGene_00754,7,7,4.5,4.5,3.5,0,0,0,4,3,
CcGene_00767,7,7,4.571428571428571,4.5,3.5,0,0,0,5,2,
CcGene_00808,7,7,4.428571428571429,4.5,3.5,0,0,0,4,3,
CcGene_00817,7,7,4.357142857142857,4.5,4.0,0,0,0,3,4,
CcGene_00839,7,7,4.714285714285714,4.5,4.5,0,0,0,5,2,
CcGene_00846,7,7,4.785714285714286,5.0,4.0,0,0,0,7,0,
CcGene_00849,7,7,3.9285714285714284,4.0,3.0,0,0,1,3,4,
CcGene_00853,7,7,4.357142857142857,4.0,4.0,0,0,0,7,0,
CcGene_00874,7,7,4.357142857142857,4.5,4.0,0,0,0,3,4,
CcGene_00876,7,7,4.285714285714286,5.0,3.0,0,0,2,7,0,
CcGene_00932,7,7,4.428571428571429,4.5,3.5,0,0,0,6,1,
CcGene_00952,7,7,4.357142857142857,4.5,4.0,0,0,0,6,1,
CcGene_00987,7,7,4.428571428571429,4.5,3.5,0,0,0,5,2,
CcGene_01005,7,7,4.357142857142857,4.5,3.5,0,0,0,6,1,
CcGene_01011,7,7,4.5,4.5,4.0,0,0,0,6,1,
CcGene_01042,7,7,4.714285714285714,5.0,4.0,0,0,0,3,4,
CcGene_01067,7,7,4.071428571428571,4.0,3.0,0,0,1,7,0,
CcGene_01107,7,7,4.571428571428571,4.5,4.5,0,0,0,6,1,
CcGene_01114,7,7,4.428571428571429,4.5,3.5,0,0,0,5,2,
CcGene_01155,7,7,4.285714285714286,4.5,2.0,0,1,1,6,1,
CcGene_01163,7,7,4.5,4.5,3.5,0,0,0,7,0,
CcGene_01243,7,7,4.142857142857143,4.0,3.0,0,0,1,6,1,
CcGene_01299,7,7,4.428571428571429,4.5,4.0,0,0,0,4,3,
CcGene_01330,7,7,4.642857142857143,5.0,3.5,0,0,0,6,1,
CcGene_01352,7,7,4.071428571428571,4.0,3.0,0,0,1,6,1,
CcGene_01375,7,7,4.714285714285714,5.0,3.5,0,0,0,7,0,
CcGene_01389,7,7,4.071428571428571,4.0,3.5,0,0,0,5,2,
CcGene_01412,7,7,4.428571428571429,4.5,3.5,0,0,0,7,0,
CcGene_01413,7,7,4.571428571428571,4.5,4.0,0,0,0,6,1,
CcGene_01414,7,7,4.357142857142857,4.5,4.0,0,0,0,4,3,
CcGene_01451,7,7,4.642857142857143,5.0,4.0,0,0,0,5,2,
CcGene_01478,7,7,4.142857142857143,4.0,3.5,0,0,0,4,3,
CcGene_01516,7,7,4.142857142857143,4.0,3.5,0,0,0,4,3,
CcGene_01541,7,7,4.0,3.5,3.5,0,0,0,3,4,
CcGene_01549,7,7,4.285714285714286,4.5,3.5,0,0,0,5,2,
CcGene_01564,7,7,4.142857142857143,4.0,3.5,0,0,0,7,0,
CcGene_01569,7,7,4.214285714285714,4.0,3.5,0,0,0,6,1,
CcGene_01608,7,7,3.7857142857142856,4.0,3.0,0,0,1,7,0,
CcGene_01640,7,7,4.714285714285714,5.0,4.0,0,0,0,5,2,
CcGene_01662,7,7,4.285714285714286,4.5,2.5,0,0,1,4,3,
CcGene_01697,7,7,4.142857142857143,4.0,3.5,0,0,0,7,0,
CcGene_01715,7,7,4.214285714285714,4.5,2.5,0,0,1,5,2,
CcGene_01773,7,7,4.214285714285714,4.5,2.5,0,0,1,6,1,
CcGene_01806,7,7,4.5,4.5,4.0,0,0,0,7,0,
CcGene_01845,7,7,3.9285714285714284,4.0,2.5,0,0,2,7,0,
CcGene_01896,7,7,4.642857142857143,4.5,4.0,0,0,0,6,1,
CcGene_01919,7,7,4.357142857142857,4.5,4.0,0,0,0,5,2,
CcGene_01929,7,7,4.214285714285714,4.5,2.5,0,0,1,7,0,
CcGene_02024,7,7,4.785714285714286,5.0,4.0,0,0,0,6,1,
CcGene_02044,7,7,4.428571428571429,4.5,4.0,0,0,0,7,0,
CcGene_02128,7,7,4.428571428571429,4.0,4.0,0,0,0,7,0,
CcGene_02138,7,7,4.428571428571429,4.5,4.0,0,0,0,5,2,
CcGene_02151,7,7,4.642857142857143,4.5,4.0,0,0,0,7,0,
CcGene_02226,7,7,4.428571428571429,4.5,3.0,0,0,1,7,0,
CcGene_02297,7,7,4.214285714285714,4.0,4.0,0,0,0,6,1,
CcGene_02326,7,7,4.142857142857143,4.5,1.5,0,1,1,5,2,
