miRNA_Acc.,Target_Genes,Total_Interactions,Mean_Expectation,Median_Expectation,Minimum_Expectation,Interactions_LE_1,Interactions_LE_2,Interactions_LE_3,Cleavage_Interactions,Translation_Repression_Interactions
zma-miR156i-3p,70,70,4.414285714285715,4.5,1.0,1,1,2,61,9
zma-miR166h-5p,70,70,4.65,5.0,2.5,0,0,3,62,8
bra-miR9560b-3p,69,78,4.423076923076923,4.5,2.0,0,1,2,74,4
bdi-miR7708b-5p,69,72,4.305555555555555,4.5,2.0,0,1,8,57,15
esi-miR3451-5p,69,71,4.387323943661972,4.5,3.0,0,0,4,68,3
aly-miR845b-3p,69,70,4.671428571428572,5.0,3.5,0,0,0,52,18
aqu-miR-2019-5p,69,70,4.421428571428572,4.5,3.0,0,0,6,58,12
gma-miR2107,69,70,4.564285714285714,5.0,3.0,0,0,4,60,10
hvu-miR5052,69,70,4.65,5.0,3.0,0,0,1,50,20
ppt-miR1072,69,70,4.264285714285714,4.5,2.5,0,0,7,63,7
ptc-miR478h,69,70,4.321428571428571,4.5,2.0,0,1,4,56,14
ptc-miR478i,69,70,4.321428571428571,4.5,2.0,0,1,4,56,14
ptc-miR478j,69,70,4.321428571428571,4.5,2.0,0,1,4,56,14
ptc-miR478k,69,70,4.321428571428571,4.5,2.0,0,1,4,56,14
ptc-miR478l,69,70,4.321428571428571,4.5,2.0,0,1,4,56,14
ptc-miR478m,69,70,4.321428571428571,4.5,2.0,0,1,4,56,14
ptc-miR478n,69,70,4.321428571428571,4.5,2.0,0,1,4,56,14
ptc-miR478o,69,70,4.321428571428571,4.5,2.0,0,1,4,56,14
ptc-miR478q,69,70,4.321428571428571,4.5,2.0,0,1,4,56,14
ptc-miR478r,69,70,4.321428571428571,4.5,2.0,0,1,4,56,14
ptc-miR478s,69,70,4.321428571428571,4.5,2.0,0,1,4,56,14
ptc-miR7832,69,70,4.5928571428571425,5.0,3.0,0,0,1,51,19
aly-miR3443-5p,69,69,4.6231884057971016,4.5,3.5,0,0,0,54,15
aqu-miR-2014-3p,69,69,4.452898550724638,4.5,3.0,0,0,1,58,11
bdi-miR7785-5p,69,69,4.478260869565218,4.5,3.0,0,0,3,60,9
cre-miR1151a-5p,69,69,4.644927536231884,4.5,3.0,0,0,1,54,15
esi-miR8625,69,69,4.427536231884058,4.5,3.0,0,0,2,61,8
gma-miR1516a-5p,69,69,4.3768115942028984,4.5,3.0,0,0,4,62,7
gma-miR4352b,69,69,4.384057971014493,4.5,2.5,0,0,4,53,16
gma-miR5764,69,69,4.576086956521739,4.5,3.0,0,0,2,60,9
gma-miR9754,69,69,4.445652173913044,4.5,2.0,0,1,3,56,13
gra-miR8686,69,69,4.27536231884058,4.5,2.5,0,0,7,62,7
gra-miR8691,69,69,4.155797101449275,4.0,2.5,0,0,7,52,17
hme-miR-6306-3p,69,69,4.326086956521739,4.5,2.0,0,2,3,59,10
mtr-miR156b-3p,69,69,4.579710144927536,5.0,2.5,0,0,2,61,8
mtr-miR2588a,69,69,4.521739130434782,4.5,3.0,0,0,2,54,15
mtr-miR2588b,69,69,4.521739130434782,4.5,3.0,0,0,2,54,15
osa-miR1870-3p,69,69,4.297101449275362,4.5,2.5,0,0,3,56,13
osa-miR2096-3p,69,69,4.391304347826087,4.5,2.5,0,0,2,59,10
osa-miR3982-3p,69,69,4.594202898550725,4.5,3.0,0,0,2,55,14
ptc-miR169ac,69,69,4.608695652173913,4.5,3.0,0,0,1,46,23
ptc-miR169ad,69,69,4.608695652173913,4.5,3.0,0,0,1,46,23
ptc-miR169ae,69,69,4.608695652173913,4.5,3.0,0,0,1,46,23
ptc-miR169af,69,69,4.608695652173913,4.5,3.0,0,0,1,46,23
ptc-miR6438a,69,69,4.521739130434782,4.5,3.0,0,0,1,56,13
ptc-miR6438b,69,69,4.521739130434782,4.5,3.0,0,0,1,56,13
stu-miR1886i-5p,69,69,4.528985507246377,4.5,3.0,0,0,1,50,19
tae-miR1130b-3p,69,69,4.739130434782608,5.0,3.5,0,0,0,56,13
vvi-miR3638-3p,69,69,4.405797101449275,4.5,3.0,0,0,3,59,10
zma-miR167f-3p,69,69,4.4601449275362315,4.5,2.0,0,1,2,49,20
zma-miR395c-5p,69,69,4.4855072463768115,4.5,3.5,0,0,0,55,14
bra-miR9560a-3p,68,77,4.454545454545454,4.5,2.0,0,1,2,69,8
osa-miR5513,68,72,4.5625,4.5,3.5,0,0,0,52,20
bna-miR162a,68,70,4.585714285714285,4.5,3.0,0,0,4,53,17
cpa-miR8147,68,70,4.164285714285715,4.25,2.5,0,0,9,64,6
gma-miR1520f-5p,68,70,4.421428571428572,4.5,3.0,0,0,2,61,9
stu-miR7992-3p,68,70,4.378571428571429,4.5,2.5,0,0,4,58,12
stu-miR8027,68,70,4.392857142857143,4.5,2.5,0,0,3,56,14
ath-miR164c-3p,68,69,4.673913043478261,5.0,3.0,0,0,2,48,21
bdi-miR5181c-5p,68,69,4.557971014492754,4.5,3.0,0,0,1,56,13
bdi-miR7714-5p,68,69,4.355072463768116,4.5,3.0,0,0,6,55,14
bdi-miR7731-5p,68,69,4.061594202898551,4.0,2.5,0,0,14,51,18
bra-miR164b-3p,68,69,4.673913043478261,5.0,3.0,0,0,2,48,21
bra-miR164c-3p,68,69,4.673913043478261,5.0,3.0,0,0,2,48,21
bra-miR164d-3p,68,69,4.673913043478261,5.0,3.0,0,0,2,48,21
esi-miR3469-5p,68,69,4.63768115942029,5.0,3.0,0,0,2,47,22
lja-miR7546,68,69,4.608695652173913,4.5,3.0,0,0,1,52,17
mtr-miR482-3p,68,69,4.528985507246377,5.0,2.5,0,0,6,49,20
osa-miR1846c-3p,68,69,4.521739130434782,4.5,1.5,0,2,3,58,11
osa-miR5808,68,69,4.326086956521739,4.5,2.5,0,0,5,63,6
stu-miR7996a,68,69,4.463768115942029,4.5,2.0,0,1,4,56,13
stu-miR7996b,68,69,4.463768115942029,4.5,2.0,0,1,4,56,13
stu-miR7996c,68,69,4.463768115942029,4.5,2.0,0,1,4,56,13
stu-miR8014-3p,68,69,4.282608695652174,4.5,2.0,0,1,6,62,7
bna-miR169g,68,68,4.404411764705882,4.5,2.0,0,1,3,57,11
bna-miR169h,68,68,4.404411764705882,4.5,2.0,0,1,3,57,11
bna-miR169i,68,68,4.404411764705882,4.5,2.0,0,1,3,57,11
bna-miR169j,68,68,4.404411764705882,4.5,2.0,0,1,3,57,11
bna-miR169k,68,68,4.404411764705882,4.5,2.0,0,1,3,57,11
bna-miR169l,68,68,4.404411764705882,4.5,2.0,0,1,3,57,11
cre-miR1154-5p,68,68,4.698529411764706,5.0,3.5,0,0,0,56,12
cre-miR908.2,68,68,4.286764705882353,4.5,1.5,0,1,5,63,5
gma-miR4412-3p,68,68,4.610294117647059,4.5,2.5,0,0,2,59,9
gra-miR7486i,68,68,4.375,4.5,2.0,0,1,3,62,6
gra-miR8664,68,68,4.580882352941177,4.5,2.5,0,0,2,48,20
mtr-miR156d-3p,68,68,4.290441176470588,4.5,3.0,0,0,3,53,15
mtr-miR5269b,68,68,4.507352941176471,4.5,3.0,0,0,1,62,6
osa-miR5793,68,68,4.698529411764706,5.0,3.5,0,0,0,54,14
pab-miR3696,68,68,4.610294117647059,5.0,2.5,0,0,5,65,3
sly-miR9471b-5p,68,68,4.654411764705882,5.0,2.5,0,0,3,37,31
stu-miR7122-5p,68,68,4.536764705882353,4.5,2.5,0,0,4,56,12
vvi-miR169e,68,68,4.404411764705882,4.5,2.0,0,1,3,57,11
zma-miR171i-5p,68,68,4.426470588235294,4.5,3.0,0,0,2,58,10
gma-miR4375,67,72,4.465277777777778,4.5,3.0,0,0,2,60,12
aly-miR4225,67,70,4.65,4.5,3.0,0,0,1,55,15
esi-miR3459-5p,67,70,4.457142857142857,4.5,2.5,0,0,4,43,27
gma-miR4402,67,70,4.485714285714286,4.5,3.0,0,0,1,60,10
gra-miR8687,67,70,4.378571428571429,4.5,2.0,0,1,3,61,9
osa-miR1862a,67,70,4.485714285714286,4.5,2.5,0,0,4,63,7
osa-miR1862b,67,70,4.485714285714286,4.5,2.5,0,0,4,63,7
osa-miR1862c,67,70,4.485714285714286,4.5,2.5,0,0,4,63,7
bra-miR9552a-5p,67,69,4.659420289855072,5.0,2.5,0,0,2,40,29
osa-miR2863c,67,69,4.2898550724637685,4.5,2.5,0,0,5,54,15
pti-miR5481,67,69,4.355072463768116,4.5,2.5,0,0,6,59,10
rgl-miR7807b-5p,67,69,4.463768115942029,4.5,2.5,0,0,5,59,10
vvi-miR3635-3p,67,69,4.536231884057971,4.5,3.5,0,0,0,53,16
aly-miR852-5p,67,68,4.632352941176471,5.0,3.5,0,0,0,48,20
ata-miR5062b-5p,67,68,4.242647058823529,4.5,2.0,0,1,6,54,14
bdi-miR5166,67,68,4.485294117647059,4.5,2.5,0,0,5,58,10
bdi-miR7708a-3p,67,68,4.419117647058823,4.5,2.0,0,1,2,45,23
ghr-miR7496a,67,68,4.330882352941177,4.5,2.0,0,2,7,62,6
ghr-miR7496b,67,68,4.330882352941177,4.5,2.0,0,2,7,62,6
gra-miR8688,67,68,4.279411764705882,4.5,2.5,0,0,7,61,7
gra-miR8773,67,68,4.514705882352941,4.5,3.0,0,0,1,53,15
lja-miR7523a,67,68,4.5588235294117645,5.0,3.0,0,0,1,43,25
lja-miR7523b,67,68,4.5588235294117645,5.0,3.0,0,0,1,43,25
osa-miR1876,67,68,4.522058823529412,4.5,2.0,0,1,3,62,6
pab-miR1863,67,68,4.235294117647059,4.5,2.0,0,1,6,52,16
ata-miR166b-5p,67,67,4.5,4.5,2.5,0,0,4,48,19
bdi-miR7726a-5p,67,67,4.2611940298507465,4.5,1.5,0,1,4,58,9
bdi-miR7750-3p,67,67,4.485074626865671,4.5,2.0,0,1,1,60,7
bdi-miR7772-5p,67,67,4.552238805970149,4.5,3.5,0,0,0,61,6
bdi-miR7781-5p,67,67,4.358208955223881,4.5,3.5,0,0,0,56,11
bra-miR398-5p,67,67,4.611940298507463,4.5,2.5,0,0,2,53,14
cre-miR1153-5p.1,67,67,4.485074626865671,4.5,3.0,0,0,1,54,13
gma-miR5771,67,67,4.298507462686567,4.5,3.0,0,0,7,51,16
gra-miR8712,67,67,4.440298507462686,4.5,3.0,0,0,1,56,11
osa-miR1850.3,67,67,4.485074626865671,4.5,3.0,0,0,3,58,9
osa-miR1864,67,67,4.492537313432836,4.5,2.5,0,0,2,52,15
aly-miR839-3p,66,68,4.4411764705882355,4.5,2.5,0,0,4,55,13
ata-miR5200-3p,66,68,4.625,4.5,3.0,0,0,1,57,11
ath-miR829-3p.1,66,68,4.352941176470588,4.5,2.5,0,0,7,48,20
bdi-miR5200a-3p,66,68,4.625,4.5,3.0,0,0,1,57,11
bdi-miR5200b-3p,66,68,4.625,4.5,3.0,0,0,1,57,11
bdi-miR7712-5p,66,68,4.522058823529412,4.5,3.5,0,0,0,54,14
gma-miR4396,66,68,4.419117647058823,4.5,2.5,0,0,6,52,16
gma-miR9734,66,68,4.338235294117647,4.5,2.5,0,0,4,56,12
osa-miR2118o,66,68,4.5,4.75,2.5,0,0,3,45,23
stu-miR8032b-3p,66,68,4.595588235294118,4.5,3.0,0,0,1,59,9
stu-miR8032f-3p,66,68,4.595588235294118,4.5,3.0,0,0,1,59,9
stu-miR8032g-3p,66,68,4.595588235294118,4.5,3.0,0,0,1,59,9
tae-miR5200,66,68,4.625,4.5,3.0,0,0,1,57,11
zma-miR164e-3p,66,68,4.580882352941177,4.5,2.5,0,0,3,46,22
zma-miR164f-3p,66,68,4.595588235294118,4.5,3.5,0,0,0,57,11
aly-miR848-3p,66,67,4.567164179104478,4.5,3.0,0,0,1,50,17
aqc-miR171c,66,67,4.604477611940299,4.5,3.5,0,0,0,42,25
bdi-miR5174d-5p,66,67,4.335820895522388,4.5,2.5,0,0,7,63,4
gma-miR4354,66,67,4.641791044776119,4.5,3.5,0,0,0,52,15
gma-miR4384,66,67,4.440298507462686,4.5,3.0,0,0,1,49,18
gma-miR4408,66,67,4.350746268656716,4.5,3.0,0,0,3,59,8
gma-miR9729,66,67,4.335820895522388,4.5,2.0,0,1,7,59,8
gra-miR8699,66,67,4.388059701492537,4.5,3.0,0,0,2,59,8
gra-miR8705,66,67,4.492537313432836,4.5,3.5,0,0,0,47,20
mtr-miR2088-5p,66,67,4.67910447761194,5.0,3.5,0,0,0,51,16
mtr-miR5232,66,67,4.611940298507463,5.0,3.5,0,0,0,56,11
mtr-miR5274b-5p,66,67,4.522388059701493,4.5,3.0,0,0,1,53,14
osa-miR160e-3p,66,67,4.641791044776119,4.5,3.5,0,0,0,58,9
pta-miR1316,66,67,4.492537313432836,4.5,3.0,0,0,2,55,12
sbi-miR5568a,66,67,4.634328358208955,4.5,3.5,0,0,0,59,8
stu-miR7993a,66,67,4.350746268656716,4.5,2.5,0,0,5,58,9
stu-miR7993b-3p,66,67,4.350746268656716,4.5,2.5,0,0,5,58,9
stu-miR7993c,66,67,4.350746268656716,4.5,2.5,0,0,5,58,9
stu-miR7993d,66,67,4.350746268656716,4.5,2.5,0,0,5,58,9
stu-miR8017,66,67,4.313432835820896,4.5,2.5,0,0,2,57,10
stu-miR8026,66,67,4.350746268656716,4.5,2.5,0,0,5,53,14
tae-miR397-5p,66,67,4.6716417910447765,5.0,3.5,0,0,0,57,10
aly-miR833-3p,66,66,4.492424242424242,4.5,2.5,0,0,3,61,5
aqu-miR-2017-5p,66,66,4.613636363636363,4.75,3.0,0,0,1,64,2
aqu-miR-2020-3p,66,66,4.606060606060606,4.5,3.5,0,0,0,61,5
ath-miR833a-3p,66,66,4.492424242424242,4.5,2.5,0,0,3,61,5
bdi-miR160a-3p,66,66,4.53030303030303,4.5,2.5,0,0,2,62,4
bdi-miR7726b-5p,66,66,4.4393939393939394,4.5,2.5,0,0,2,52,14
bdi-miR7731-3p,66,66,4.25,4.5,2.5,0,0,5,45,21
bra-miR9552b-3p,66,66,4.704545454545454,5.0,3.5,0,0,0,46,20
cre-miR908.3,66,66,4.7272727272727275,5.0,3.0,0,0,1,52,14
esi-miR3461-3p,66,66,4.621212121212121,4.5,3.0,0,0,1,46,20
far-miR1134,66,66,4.128787878787879,4.5,0.0,1,3,9,58,8
gma-miR9741,66,66,4.295454545454546,4.5,1.5,0,1,5,55,11
gra-miR8723a,66,66,4.454545454545454,4.5,3.0,0,0,1,59,7
gra-miR8771e,66,66,4.446969696969697,4.5,3.0,0,0,2,51,15
hbr-miR6173,66,66,4.575757575757576,5.0,0.0,3,3,4,54,12
hme-miR-6304-3p,66,66,4.431818181818182,4.5,3.0,0,0,2,55,11
hvu-miR6179,66,66,4.5227272727272725,4.5,3.0,0,0,2,58,8
mdm-miR1511,66,66,4.553030303030303,5.0,3.0,0,0,1,62,4
mes-miR160c,66,66,4.121212121212121,4.5,0.0,6,6,8,48,18
mtr-miR5205a,66,66,4.4393939393939394,4.5,2.5,0,0,3,58,8
mtr-miR5267l,66,66,4.303030303030303,4.5,1.5,0,1,3,55,11
mtr-miR5267o,66,66,4.303030303030303,4.5,1.5,0,1,3,55,11
mtr-miR5272f,66,66,4.378787878787879,4.5,3.0,0,0,1,54,12
mtr-miR5746,66,66,4.4393939393939394,4.5,3.0,0,0,2,54,12
osa-miR1427,66,66,4.681818181818182,5.0,3.0,0,0,1,48,18
osa-miR160d-3p,66,66,4.53030303030303,4.5,2.5,0,0,2,62,4
osa-miR160e-5p,66,66,4.121212121212121,4.5,0.0,6,6,8,48,18
osa-miR5495,66,66,4.5227272727272725,4.5,2.5,0,0,2,57,9
peu-miR2916,66,66,4.223484848484849,4.5,2.5,0,0,6,60,6
ptc-miR1444d,66,66,4.6893939393939394,4.5,3.5,0,0,0,56,10
ptc-miR1444e,66,66,4.6893939393939394,4.5,3.5,0,0,0,56,10
zma-miR160f-5p,66,66,4.121212121212121,4.5,0.0,6,6,8,48,18
sly-miR9479-5p,65,75,4.506666666666667,4.5,2.5,0,0,4,53,22
mtr-miR5287b,65,73,4.390410958904109,4.5,2.0,0,1,3,61,12
gma-miR5670a,65,72,4.340277777777778,4.5,1.5,0,3,6,56,16
bdi-miR5049-5p,65,71,4.429577464788732,4.5,3.0,0,0,4,49,22
osa-miR5148a,65,69,4.260869565217392,4.0,3.0,0,0,3,56,13
osa-miR5148b,65,69,4.260869565217392,4.0,3.0,0,0,3,56,13
osa-miR5148c,65,69,4.260869565217392,4.0,3.0,0,0,3,56,13
bdi-miR9499,65,68,4.676470588235294,5.0,2.5,0,0,2,40,28
esi-miR8624a,65,68,4.3161764705882355,4.5,2.0,0,1,7,52,16
mtr-miR5219,65,68,4.419117647058823,4.5,2.5,0,0,5,53,15
vvi-miR3640-3p,65,67,4.235074626865671,4.5,2.0,0,1,7,54,13
ahy-miR3514-3p,65,66,4.590909090909091,4.5,3.0,0,0,1,50,16
aly-miR160c-3p,65,66,4.598484848484849,4.5,2.5,0,0,1,57,9
bdi-miR5062a,65,66,4.34469696969697,4.5,2.5,0,0,3,58,8
gma-miR5379,65,66,4.356060606060606,4.5,2.5,0,0,4,53,13
gra-miR8671,65,66,4.507575757575758,4.5,2.0,0,1,3,58,8
gra-miR8747,65,66,4.386363636363637,4.5,3.0,0,0,2,54,12
hme-miR-12,65,66,4.333333333333333,4.5,3.0,0,0,7,57,9
mtr-miR2592b-5p,65,66,4.659090909090909,5.0,3.5,0,0,0,53,13
mtr-miR2592s-5p,65,66,4.659090909090909,5.0,3.5,0,0,0,53,13
mtr-miR5274b-3p,65,66,4.598484848484849,4.5,3.5,0,0,0,53,13
mtr-miR5289a,65,66,4.2272727272727275,4.5,3.0,0,0,5,53,13
mtr-miR5289b,65,66,4.2272727272727275,4.5,3.0,0,0,5,53,13
osa-miR2920,65,66,4.2727272727272725,4.5,2.5,0,0,6,54,12
rgl-miR7797a,65,66,4.537878787878788,4.5,3.5,0,0,0,59,7
ath-miR158b,65,65,4.3538461538461535,4.5,2.5,0,0,5,57,8
ath-miR402,65,65,4.523076923076923,4.5,3.0,0,0,1,41,24
bdi-miR1139,65,65,4.615384615384615,4.5,3.0,0,0,1,39,26
bdi-miR7752-3p,65,65,4.2846153846153845,4.5,3.0,0,0,4,52,13
csi-miR482b,65,65,4.153846153846154,4.0,1.5,0,1,6,33,32
gma-miR1520q,65,65,4.4,4.5,1.0,1,1,3,54,11
gma-miR5042-5p,65,65,4.461538461538462,4.5,2.5,0,0,2,54,11
hme-miR-2767,65,65,4.492307692307692,4.5,2.5,0,0,2,53,12
hme-miR-279b,65,65,4.553846153846154,5.0,3.0,0,0,1,57,8
hme-miR-308,65,65,4.676923076923077,5.0,3.5,0,0,0,53,12
mtr-miR5245,65,65,4.653846153846154,5.0,3.0,0,0,2,51,14
mtr-miR5281b,65,65,4.2384615384615385,4.5,2.0,0,2,5,53,12
mtr-miR5281c,65,65,4.2384615384615385,4.5,2.0,0,2,5,53,12
mtr-miR5281d,65,65,4.2384615384615385,4.5,2.0,0,2,5,53,12
mtr-miR5281e,65,65,4.2384615384615385,4.5,2.0,0,2,5,53,12
mtr-miR5281f,65,65,4.2384615384615385,4.5,2.0,0,2,5,53,12
osa-miR443,65,65,4.392307692307693,4.5,2.0,0,1,8,45,20
ppt-miR1040,65,65,4.538461538461538,4.5,3.5,0,0,0,53,12
ptc-miR7829,65,65,4.6692307692307695,5.0,3.0,0,0,2,48,17
rgl-miR7811,65,65,4.446153846153846,4.5,3.0,0,0,3,52,13
sbi-miR6229-3p,65,65,4.430769230769231,4.5,2.0,0,1,4,51,14
sly-miR403-3p,65,65,4.607692307692307,5.0,3.0,0,0,1,30,35
stu-miR7979,65,65,4.338461538461538,4.5,1.5,0,1,2,51,14
tae-miR1118,65,65,4.338461538461538,4.5,2.5,0,0,6,49,16
tae-miR1130a,65,65,4.569230769230769,5.0,3.5,0,0,0,48,17
tae-miR1135,65,65,4.507692307692308,4.5,2.5,0,0,3,60,5
tae-miR1128,64,68,4.536764705882353,4.5,2.5,0,0,2,55,13
hme-miR-2756,64,67,4.58955223880597,4.5,3.0,0,0,2,56,11
osa-miR5146,64,67,4.373134328358209,4.5,3.0,0,0,5,65,2
bdi-miR5068,64,66,4.507575757575758,4.5,3.0,0,0,2,57,9
bdi-miR5163a-5p,64,66,4.666666666666667,5.0,2.5,0,0,1,54,12
bdi-miR7723b-3p,64,66,4.212121212121212,4.5,1.0,1,3,8,55,11
bdi-miR7761-3p,64,66,4.378787878787879,4.5,2.5,0,0,5,58,8
bdi-miR7772-3p,64,66,4.340909090909091,4.5,2.0,0,1,4,56,10
sbi-miR6234a-3p,64,66,4.507575757575758,4.5,2.5,0,0,2,57,9
sbi-miR6234b-3p,64,66,4.507575757575758,4.5,2.5,0,0,2,57,9
bdi-miR7786-3p,64,65,4.553846153846154,4.5,3.0,0,0,2,55,10
bra-miR2111-3p,64,65,4.384615384615385,4.5,2.5,0,0,2,52,13
cre-miR1162-5p,64,65,4.6461538461538465,5.0,3.5,0,0,0,55,10
gma-miR4340,64,65,4.6,4.5,3.0,0,0,2,57,8
gma-miR4369,64,65,4.415384615384616,4.5,2.5,0,0,3,53,12
gma-miR4378a,64,65,4.515384615384615,4.5,2.5,0,0,1,52,13
gra-miR7493b,64,65,4.461538461538462,4.5,3.0,0,0,2,50,15
nta-miR160d,64,65,4.223076923076923,4.5,0.0,6,6,7,46,19
osa-miR1863b,64,65,4.246153846153846,4.5,2.5,0,0,8,45,20
osa-miR1881,64,65,4.4,4.5,3.0,0,0,3,61,4
osa-miR812g,64,65,4.476923076923077,4.5,3.0,0,0,3,52,13
osa-miR812h,64,65,4.476923076923077,4.5,3.0,0,0,3,52,13
osa-miR812i,64,65,4.476923076923077,4.5,3.0,0,0,3,52,13
osa-miR812j,64,65,4.476923076923077,4.5,3.0,0,0,3,52,13
ppt-miR1062,64,65,4.576923076923077,4.5,2.5,0,0,1,58,7
ppt-miR160d,64,65,4.461538461538462,5.0,1.0,2,6,6,45,20
ptc-miR160h,64,65,4.223076923076923,4.5,0.0,6,6,7,46,19
ata-miR169a-3p,64,64,4.6171875,4.5,3.5,0,0,0,39,25
ata-miR169j-3p,64,64,4.6171875,4.5,3.5,0,0,0,39,25
bdi-miR397b-3p,64,64,4.5859375,4.75,3.0,0,0,3,54,10
bdi-miR7774-5p,64,64,4.4765625,4.5,2.5,0,0,3,55,9
bdi-miR7783-5p,64,64,4.515625,4.5,2.5,0,0,1,60,4
cre-miR1170.2,64,64,4.7109375,5.0,3.0,0,0,1,54,10
ghr-miR7514,64,64,4.48046875,4.5,3.0,0,0,4,47,17
gma-miR1520m,64,64,4.3125,4.5,2.0,0,1,4,47,17
gma-miR4390,64,64,4.484375,4.5,3.0,0,0,2,54,10
gma-miR5785,64,64,4.5859375,5.0,3.0,0,0,2,49,15
gra-miR8719,64,64,4.34375,4.5,3.5,0,0,0,50,14
mtr-miR2593d,64,64,4.21875,4.25,2.0,0,1,4,50,14
mtr-miR2593e,64,64,4.21875,4.25,2.0,0,1,4,50,14
mtr-miR2600a,64,64,4.6171875,5.0,3.0,0,0,1,53,11
mtr-miR2647a,64,64,4.7578125,5.0,3.5,0,0,0,54,10
mtr-miR2647b,64,64,4.7578125,5.0,3.5,0,0,0,54,10
mtr-miR2647c,64,64,4.7578125,5.0,3.5,0,0,0,54,10
mtr-miR2672,64,64,4.5078125,4.5,3.0,0,0,2,51,13
mtr-miR5297,64,64,4.5859375,4.5,3.0,0,0,2,48,16
mtr-miR5555-3p,64,64,4.6484375,4.5,3.5,0,0,0,50,14
osa-miR5517,64,64,4.5,4.5,3.0,0,0,3,47,17
osa-miR5798,64,64,4.5546875,4.5,3.0,0,0,1,57,7
sbi-miR6217a-5p,64,64,4.4140625,4.5,2.5,0,0,5,54,10
sbi-miR6217b-5p,64,64,4.4140625,4.5,2.5,0,0,5,54,10
stu-miR8049-5p,64,64,4.54296875,5.0,3.0,0,0,1,56,8
zma-miR160a-3p,64,64,4.625,4.5,3.5,0,0,0,56,8
zma-miR168b-3p,64,64,4.671875,5.0,3.5,0,0,0,49,15
bdi-miR7720-3p,63,65,4.430769230769231,4.5,3.0,0,0,3,62,3
esi-miR8623b,63,65,4.2615384615384615,4.5,2.5,0,0,2,47,18
stu-miR8030-3p,63,65,4.415384615384616,4.5,2.5,0,0,2,48,17
vvi-miR3640-5p,63,65,4.311538461538461,4.5,2.0,0,1,6,55,10
aly-miR858-3p,63,64,4.453125,4.5,2.0,0,1,2,55,9
bdi-miR7765-3p,63,64,4.5390625,4.5,3.5,0,0,0,56,8
bdi-miR7783-3p,63,64,4.265625,4.5,2.0,0,1,5,48,16
cca-miR6108e-3p,63,64,4.41796875,4.5,3.0,0,0,1,51,13
cre-miR913-5p,63,64,4.6796875,4.75,3.5,0,0,0,50,14
gma-miR4400,63,64,4.203125,4.0,2.0,0,1,2,45,19
gra-miR8724,63,64,4.375,4.5,3.0,0,0,4,51,13
osa-miR5158,63,64,4.2421875,4.5,2.0,0,2,10,59,5
osa-miR5824,63,64,4.3125,4.5,1.5,0,1,4,56,8
osa-miR812v,63,64,4.21875,4.0,2.5,0,0,6,50,14
ppt-miR160c,63,64,4.453125,5.0,1.0,2,6,6,45,19
stu-miR167c-3p,63,64,4.5546875,4.5,3.0,0,0,1,48,16
tae-miR1131,63,64,4.6484375,5.0,3.5,0,0,0,54,10
tae-miR9671-5p,63,64,4.5625,4.5,1.5,0,1,1,43,21
aly-miR160a-5p,63,63,4.079365079365079,4.5,0.0,6,6,8,46,17
aly-miR160b-5p,63,63,4.079365079365079,4.5,0.0,6,6,8,46,17
aly-miR160c-5p,63,63,4.079365079365079,4.5,0.0,6,6,8,46,17
aqc-miR160b,63,63,4.079365079365079,4.5,0.0,6,6,8,46,17
ata-miR160a-5p,63,63,4.079365079365079,4.5,0.0,6,6,8,46,17
ata-miR160b-5p,63,63,4.079365079365079,4.5,0.0,6,6,8,46,17
ata-miR160c-5p,63,63,4.079365079365079,4.5,0.0,6,6,8,46,17
ath-miR160a-5p,63,63,4.079365079365079,4.5,0.0,6,6,8,46,17
ath-miR160b,63,63,4.079365079365079,4.5,0.0,6,6,8,46,17
ath-miR160c-5p,63,63,4.079365079365079,4.5,0.0,6,6,8,46,17
ath-miR405a,63,63,4.261904761904762,4.0,3.0,0,0,2,58,5
ath-miR405b,63,63,4.261904761904762,4.0,3.0,0,0,2,58,5
ath-miR405d,63,63,4.261904761904762,4.0,3.0,0,0,2,58,5
ath-miR5996,63,63,4.587301587301587,5.0,3.0,0,0,2,52,11
bdi-miR160a-5p,63,63,4.079365079365079,4.5,0.0,6,6,8,46,17
bdi-miR160b-5p,63,63,4.079365079365079,4.5,0.0,6,6,8,46,17
bdi-miR160c-5p,63,63,4.079365079365079,4.5,0.0,6,6,8,46,17
bdi-miR160d-5p,63,63,4.079365079365079,4.5,0.0,6,6,8,46,17
bdi-miR169k-3p,63,63,4.603174603174603,5.0,3.0,0,0,1,49,14
bdi-miR7723a-3p,63,63,4.373015873015873,4.5,2.0,0,1,2,54,9
bdi-miR7745-5p,63,63,4.357142857142857,4.5,2.5,0,0,4,56,7
bna-miR160a,63,63,4.079365079365079,4.5,0.0,6,6,8,46,17
bna-miR160b,63,63,4.079365079365079,4.5,0.0,6,6,8,46,17
bna-miR160c,63,63,4.079365079365079,4.5,0.0,6,6,8,46,17
bna-miR160d,63,63,4.079365079365079,4.5,0.0,6,6,8,46,17
bra-miR160a-5p,63,63,4.079365079365079,4.5,0.0,6,6,8,46,17
cca-miR160b,63,63,4.079365079365079,4.5,0.0,6,6,8,46,17
cme-miR160a,63,63,4.079365079365079,4.5,0.0,6,6,8,46,17
cme-miR160b,63,63,4.079365079365079,4.5,0.0,6,6,8,46,17
cme-miR160c,63,63,4.079365079365079,4.5,0.0,6,6,8,46,17
